learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),tree size (nodes),tree size (leaves),active learning leaves,tree depth,active leaf byte size estimate,inactive leaf byte size estimate,byte size estimate overhead
2.61E7,138.671875,5.627649625077742E-4,2.61E7,98.90803831417625,97.7615310795711,97.76116055594785,97.411122647431,2.61E7,2.2663944E7,9130.0,5653.0,5653.0,14.0,3928.3202267091747,0.0,1.0195274006893635
2.62E7,139.3125,5.665261206579293E-4,2.62E7,98.91061068702291,97.76681419462818,97.76647180094352,97.41726553735302,2.62E7,2.2694472E7,9148.0,5665.0,5665.0,14.0,3928.3202267091747,0.0,1.0195274006893635
2.63E7,139.953125,5.702924959930697E-4,2.63E7,98.91326235741444,97.77223909023023,97.771951591795,97.42350529917093,2.63E7,2.2725952E7,9183.0,5687.0,5687.0,14.0,3928.3202267091747,0.0,1.0195274006893635
2.64E7,140.59375,5.740668064875841E-4,2.64E7,98.91569696969697,97.7772384503243,97.77698186552236,97.42931343856716,2.64E7,2.2773832E7,9187.0,5689.0,5689.0,14.0,3928.3202267091747,0.0,1.0195274006893635
2.65E7,141.21875,5.777578241153001E-4,2.65E7,98.91812830188678,97.78224394240662,97.78201575726882,97.43516866707513,2.65E7,2.2828032E7,9211.0,5707.0,5707.0,14.0,3928.3202267091747,0.0,1.0195274006893635
2.66E7,141.859375,5.815478179849583E-4,2.66E7,98.92047368421053,97.78705004251226,97.7868232149184,97.44072529627995,2.66E7,2.2868464E7,9226.0,5716.0,5716.0,14.0,3928.3202267091747,0.0,1.0195274006893635
2.67E7,142.5,5.85348479572632E-4,2.67E7,98.92293258426966,97.79209466034125,97.79191902113685,97.4465755759982,2.67E7,2.2932832E7,9246.0,5729.0,5729.0,14.0,3928.3202267091747,0.0,1.0195274006893635
2.68E7,143.15625,5.892504402112942E-4,2.68E7,98.92539179104477,97.7971557655581,97.79697216104721,97.45249258467868,2.68E7,2.2983488E7,9276.0,5744.0,5744.0,14.0,3928.3202267091747,0.0,1.0195274006893635
2.69E7,143.8125,5.931612751899392E-4,2.69E7,98.92772862453532,97.80195532569826,97.80176591265914,97.45807029040503,2.69E7,2.303576E7,9288.0,5750.0,5750.0,14.0,3928.3202267091747,0.0,1.0195274006893635
2.7E7,144.90625,5.996899386001236E-4,2.7E7,98.93002962962963,97.80667730517852,97.80651032703643,97.46354546810649,2.7E7,2.307324E7,9305.0,5760.0,5760.0,14.0,3929.0180555555557,0.0,1.019534849851161
2.71E7,145.640625,6.040848839458908E-4,2.71E7,98.93233579335792,97.81139859007322,97.81123933522228,97.46898414971409,2.71E7,2.313332E7,9320.0,5769.0,5769.0,14.0,3929.0180555555557,0.0,1.019534849851161
2.72E7,146.359375,6.08397610162178E-4,2.72E7,98.93469852941178,97.81625316604593,97.81607146558336,97.47463474795285,2.72E7,2.319404E7,9350.0,5787.0,5787.0,14.0,3929.0180555555557,0.0,1.019534849851161
2.73E7,147.03125,6.124328051616129E-4,2.73E7,98.9370183150183,97.82102566657034,97.82083204485423,97.48020657870708,2.73E7,2.321552E7,9364.0,5794.0,5794.0,14.0,3929.0180555555557,0.0,1.019534849851161
2.74E7,147.765625,6.168565003059082E-4,2.74E7,98.93942700729927,97.82596602768943,97.82577287800987,97.48593175696341,2.74E7,2.3284648E7,9373.0,5800.0,5800.0,15.0,3929.0180555555557,0.0,1.019534849851161
2.75E7,148.46875,6.210985596731514E-4,2.75E7,98.9417490909091,97.83073434263228,97.83051671779653,97.49147372244616,2.75E7,2.3320968E7,9392.0,5811.0,5811.0,15.0,3929.0180555555557,0.0,1.019534849851161
2.76E7,149.1875,6.254401186662211E-4,2.76E7,98.9439420289855,97.8352318906177,97.83498585957685,97.49667859358397,2.76E7,2.3349104E7,9410.0,5823.0,5823.0,15.0,3929.0180555555557,0.0,1.019534849851161
2.77E7,149.890625,6.296930686868212E-4,2.77E7,98.9461155234657,97.83968269896471,97.839437027715,97.50180801131934,2.77E7,2.338084E7,9435.0,5837.0,5837.0,15.0,3929.0180555555557,0.0,1.019534849851161
2.78E7,150.5625,6.337677473978451E-4,2.78E7,98.94832733812949,97.84421654576575,97.84399574588019,97.5070512679492,2.78E7,2.344268E7,9444.0,5843.0,5843.0,15.0,3929.0180555555557,0.0,1.019534849851161
2.79E7,151.21875,6.377539327756192E-4,2.79E7,98.9506200716846,97.8489040152837,97.84872734657955,97.51243223118118,2.79E7,2.3479592E7,9444.0,5843.0,5843.0,15.0,3929.0180555555557,0.0,1.019534849851161
2.8E7,152.296875,6.443081928106647E-4,2.8E7,98.95281428571428,97.85340303121576,97.85317960229217,97.51763784969862,2.8E7,2.3499408E7,9467.0,5856.0,5856.0,15.0,3935.967213114754,0.0,1.0195402633968362
2.81E7,152.96875,6.48399278224032E-4,2.81E7,98.95504270462634,97.85796781081474,97.85776564240804,97.52290674134005,2.81E7,2.3537072E7,9484.0,5866.0,5866.0,15.0,3935.967213114754,0.0,1.0195402633968362
2.82E7,153.671875,6.526915067742166E-4,2.82E7,98.95728723404255,97.86256611225006,97.86233680185173,97.52821460085474,2.82E7,2.3596776E7,9492.0,5870.0,5870.0,15.0,3935.967213114754,0.0,1.0195402633968362
2.83E7,154.328125,6.567023865581078E-4,2.83E7,98.95954770318022,97.86719714200557,97.86691981273682,97.53356245796056,2.83E7,2.3625048E7,9502.0,5875.0,5875.0,15.0,3935.967213114754,0.0,1.0195402633968362
2.84E7,154.984375,6.60713869373366E-4,2.84E7,98.96185211267606,97.87191863454666,97.87163266941415,97.53901480460794,2.84E7,2.36286E7,9523.0,5890.0,5890.0,15.0,3935.967213114754,0.0,1.0195402633968362
2.85E7,155.625,6.646353402821763E-4,2.85E7,98.96427719298245,97.8768939676397,97.87660160726858,97.54478559408368,2.85E7,2.3661784E7,9538.0,5899.0,5899.0,15.0,3935.967213114754,0.0,1.0195402633968362
2.86E7,156.28125,6.686586406107787E-4,2.86E7,98.96645804195803,97.88136735388781,97.88109234426841,97.54996905063528,2.86E7,2.3698208E7,9563.0,5916.0,5916.0,15.0,3935.967213114754,0.0,1.0195402633968362
2.87E7,156.9375,6.72686452809204E-4,2.87E7,98.96870383275261,97.8859543974975,97.88566419576739,97.5552235082859,2.87E7,2.3724784E7,9573.0,5921.0,5921.0,15.0,3935.967213114754,0.0,1.0195402633968362
2.88E7,157.59375,6.767226150906129E-4,2.88E7,98.97086458333332,97.89038890084113,97.89007122364848,97.56036831325953,2.88E7,2.3773968E7,9587.0,5928.0,5928.0,15.0,3935.967213114754,0.0,1.0195402633968362
2.89E7,158.25,6.807644015902448E-4,2.89E7,98.97283737024222,97.89442671969101,97.89412107558803,97.56501875677905,2.89E7,2.3807096E7,9607.0,5941.0,5941.0,15.0,3935.967213114754,0.0,1.0195402633968362
2.9E7,159.359375,6.876096421425854E-4,2.9E7,98.97505517241379,97.89896489204989,97.89867899149827,97.57024018763579,2.9E7,2.3851336E7,9635.0,5958.0,5958.0,15.0,3926.2665323934207,0.0,1.0196061197905535
2.91E7,160.03125,6.917665045410914E-4,2.91E7,98.97715807560138,97.9032746512036,97.90297285567743,97.57521867243005,2.91E7,2.3915504E7,9660.0,5972.0,5972.0,15.0,3926.2665323934207,0.0,1.0196061197905535
2.92E7,160.6875,6.95837288157135E-4,2.92E7,98.97930479452054,97.90768622306665,97.9074005266973,97.58035531983211,2.92E7,2.3977896E7,9662.0,5973.0,5973.0,15.0,3926.2665323934207,0.0,1.0196061197905535
2.93E7,161.328125,6.998172100995566E-4,2.93E7,98.98146075085324,97.91211444201348,97.91181104588087,97.5855066971542,2.93E7,2.4014472E7,9676.0,5980.0,5980.0,15.0,3926.2665323934207,0.0,1.0196061197905535
2.94E7,161.984375,7.038986133152828E-4,2.94E7,98.98364285714287,97.91659050427562,97.91627223125168,97.5906930016094,2.94E7,2.4040448E7,9694.0,5989.0,5989.0,15.0,3926.2665323934207,0.0,1.0196061197905535
2.95E7,162.640625,7.079837284335455E-4,2.95E7,98.98557288135594,97.92055407970106,97.92023436907638,97.59529743625677,2.95E7,2.4062312E7,9716.0,6003.0,6003.0,15.0,3926.2665323934207,0.0,1.0196061197905535
2.96E7,163.3125,7.12176215860786E-4,2.96E7,98.98771283783783,97.9249407374044,97.9246186576739,97.60037056723006,2.96E7,2.4120464E7,9731.0,6012.0,6012.0,15.0,3926.2665323934207,0.0,1.0196061197905535
2.97E7,163.984375,7.163713466595965E-4,2.97E7,98.9896430976431,97.92889616366313,97.92853974325645,97.6049353292791,2.97E7,2.4135672E7,9759.0,6029.0,6029.0,15.0,3926.2665323934207,0.0,1.0196061197905535
2.98E7,164.65625,7.205786973160384E-4,2.98E7,98.99174496644295,97.93319408793697,97.93286283018226,97.60986917362852,2.98E7,2.4205976E7,9774.0,6038.0,6038.0,15.0,3926.2665323934207,0.0,1.0196061197905535
2.99E7,165.3125,7.246922228174908E-4,2.99E7,98.99372909698997,97.93727184062682,97.93694395625546,97.6146205072314,2.99E7,2.4229656E7,9784.0,6043.0,6043.0,15.0,3926.2665323934207,0.0,1.0196061197905535
3.0E7,166.453125,7.318518743785618E-4,3.0E7,98.9957,97.94131008085355,97.94096264455598,97.61928410690203,3.0E7,2.4263384E7,9803.0,6054.0,6054.0,15.0,3930.5675586389166,0.0,1.0196560246122233
3.01E7,167.125,7.360762324404077E-4,3.01E7,98.99772093023256,97.94545095579757,97.94513648039694,97.62406676107311,3.01E7,2.4303824E7,9820.0,6064.0,6064.0,15.0,3930.5675586389166,0.0,1.0196560246122233
3.02E7,167.796875,7.403061080711069E-4,3.02E7,98.99962913907284,97.94936304258252,97.94906984405878,97.62859178327523,3.02E7,2.4335568E7,9836.0,6075.0,6075.0,15.0,3930.5675586389166,0.0,1.0196560246122233
3.03E7,168.484375,7.446373423186341E-4,3.03E7,99.00162376237624,97.9534544644531,97.95318582767864,97.63333441297371,3.03E7,2.4352376E7,9852.0,6086.0,6086.0,15.0,3930.5675586389166,0.0,1.0196560246122233
3.04E7,169.15625,7.488772658204352E-4,3.04E7,99.00362828947368,97.9575630026099,97.95729924095619,97.63808452918349,3.04E7,2.4393376E7,9877.0,6103.0,6103.0,15.0,3930.5675586389166,0.0,1.0196560246122233
3.05E7,169.828125,7.53119778463669E-4,3.05E7,99.00556393442623,97.96153724863264,97.96129661059673,97.6427006906127,3.05E7,2.4408272E7,9899.0,6117.0,6117.0,15.0,3930.5675586389166,0.0,1.0196560246122233
3.06E7,170.484375,7.572728446232054E-4,3.06E7,99.00749673202614,97.96551360408239,97.96526398386072,97.64734371218744,3.06E7,2.446256E7,9920.0,6129.0,6129.0,15.0,3930.5675586389166,0.0,1.0196560246122233
